FILE,GPP
2015_03_14_13_30_bci_t.csv,16.77626799
2015_03_14_13_35_bci_t.csv,16.755285748333336
2015_03_14_13_40_bci_t.csv,16.73430350666667
2015_03_14_13_45_bci_t.csv,16.713321265000005
2015_03_14_13_50_bci_t.csv,16.69233902333334
2015_03_14_13_55_bci_t.csv,16.671356781666674
2015_03_14_14_00_bci_t.csv,16.65037454
2015_03_14_14_05_bci_t.csv,16.608822283333335
2015_03_14_14_10_bci_t.csv,16.56727002666667
2015_03_14_14_15_bci_t.csv,16.525717770000004
2015_03_14_14_20_bci_t.csv,16.484165513333338
2015_03_14_14_25_bci_t.csv,16.44261325666667
2015_03_14_14_30_bci_t.csv,16.401061
2015_03_14_14_35_bci_t.csv,15.506035961666665
2015_03_14_14_40_bci_t.csv,14.611010923333332
2015_03_14_14_45_bci_t.csv,13.715985884999998
2015_03_14_14_50_bci_t.csv,12.820960846666665
2015_03_14_14_55_bci_t.csv,11.925935808333332
2015_03_14_15_00_bci_t.csv,11.03091077
2015_03_14_15_05_bci_t.csv,10.952118068333334
2015_03_14_15_10_bci_t.csv,10.873325366666668
2015_03_14_15_15_bci_t.csv,10.794532665000002
2015_03_14_15_20_bci_t.csv,10.715739963333336
2015_03_14_15_25_bci_t.csv,10.63694726166667
2015_03_14_15_30_bci_t.csv,10.55815456
2015_03_14_15_35_bci_t.csv,10.483079906666667
2015_03_14_15_40_bci_t.csv,10.408005253333334
2015_03_14_15_45_bci_t.csv,10.332930600000001
2015_03_14_15_50_bci_t.csv,10.257855946666668
2015_03_14_15_55_bci_t.csv,10.182781293333335
2015_03_14_16_00_bci_t.csv,10.10770664
2015_03_14_16_05_bci_t.csv,10.16943268
2015_03_14_16_10_bci_t.csv,10.23115872
2015_03_14_16_15_bci_t.csv,10.29288476
2015_03_14_16_20_bci_t.csv,10.3546108
2015_03_14_16_25_bci_t.csv,10.41633684
2015_03_14_16_30_bci_t.csv,10.47806288
2015_03_14_16_35_bci_t.csv,10.108000859166665
2015_03_14_16_40_bci_t.csv,9.737938838333331
2015_03_14_16_45_bci_t.csv,9.367876817499997
2015_03_14_16_50_bci_t.csv,8.997814796666663
2015_03_14_16_55_bci_t.csv,8.62775277583333
2015_03_14_17_00_bci_t.csv,8.257690755
2015_03_14_17_05_bci_t.csv,7.654160088666667
2015_03_14_17_10_bci_t.csv,7.0506294223333335
2015_03_14_17_15_bci_t.csv,6.447098756
2015_03_14_17_20_bci_t.csv,5.843568089666666
2015_03_14_17_25_bci_t.csv,5.240037423333333
2015_03_14_17_30_bci_t.csv,4.636506757
2015_03_14_17_35_bci_t.csv,3.8807849983333336
2015_03_14_17_40_bci_t.csv,3.125063239666667
2015_03_14_17_45_bci_t.csv,2.369341481
2015_03_14_17_50_bci_t.csv,1.6136197223333335
2015_03_14_17_55_bci_t.csv,0.8578979636666668
2015_03_14_18_00_bci_t.csv,0.102176205
2015_03_14_18_05_bci_t.csv,0.0851468375
2015_03_14_18_10_bci_t.csv,0.06811747
2015_03_14_18_15_bci_t.csv,0.051088102499999996
2015_03_14_18_20_bci_t.csv,0.03405873499999999
2015_03_14_18_25_bci_t.csv,0.017029367499999993
2015_03_14_18_30_bci_t.csv,0.0
2015_03_14_18_35_bci_t.csv,0.0
2015_03_14_18_40_bci_t.csv,0.0
2015_03_14_18_45_bci_t.csv,0.0
2015_03_14_18_50_bci_t.csv,0.0
2015_03_14_18_55_bci_t.csv,0.0
2015_03_14_19_00_bci_t.csv,0.0
2015_03_14_19_05_bci_t.csv,0.0
2015_03_14_19_10_bci_t.csv,0.0
2015_03_14_19_15_bci_t.csv,0.0
2015_03_14_19_20_bci_t.csv,0.0
2015_03_14_19_25_bci_t.csv,0.0
2015_03_14_19_30_bci_t.csv,0.0
2015_03_14_19_35_bci_t.csv,0.0
2015_03_14_19_40_bci_t.csv,0.0
2015_03_14_19_45_bci_t.csv,0.0
2015_03_14_19_50_bci_t.csv,0.0
2015_03_14_19_55_bci_t.csv,0.0
2015_03_14_20_00_bci_t.csv,0.0
2015_03_14_20_05_bci_t.csv,0.0
2015_03_14_20_10_bci_t.csv,0.0
2015_03_14_20_15_bci_t.csv,0.0
2015_03_14_20_20_bci_t.csv,0.0
2015_03_14_20_25_bci_t.csv,0.0
2015_03_14_20_30_bci_t.csv,0.0
2015_03_14_20_35_bci_t.csv,0.0
2015_03_14_20_40_bci_t.csv,0.0
2015_03_14_20_45_bci_t.csv,0.0
2015_03_14_20_50_bci_t.csv,0.0
2015_03_14_20_55_bci_t.csv,0.0
2015_03_14_21_00_bci_t.csv,0.0
2015_03_14_21_05_bci_t.csv,0.0
2015_03_14_21_10_bci_t.csv,0.0
2015_03_14_21_15_bci_t.csv,0.0
2015_03_14_21_20_bci_t.csv,0.0
2015_03_14_21_25_bci_t.csv,0.0
2015_03_14_21_30_bci_t.csv,0.0
2015_03_14_21_35_bci_t.csv,0.0
2015_03_14_21_40_bci_t.csv,0.0
2015_03_14_21_45_bci_t.csv,0.0
2015_03_14_21_50_bci_t.csv,0.0
2015_03_14_21_55_bci_t.csv,0.0
2015_03_14_22_00_bci_t.csv,0.0
2015_03_14_22_05_bci_t.csv,0.0
2015_03_14_22_10_bci_t.csv,0.0
2015_03_14_22_15_bci_t.csv,0.0
2015_03_14_22_20_bci_t.csv,0.0
2015_03_14_22_25_bci_t.csv,0.0
2015_03_14_22_30_bci_t.csv,0.0
2015_03_14_22_35_bci_t.csv,0.0
2015_03_14_22_40_bci_t.csv,0.0
2015_03_14_22_45_bci_t.csv,0.0
2015_03_14_22_50_bci_t.csv,0.0
2015_03_14_22_55_bci_t.csv,0.0
2015_03_14_23_00_bci_t.csv,0.0
2015_03_14_23_05_bci_t.csv,0.0
2015_03_14_23_10_bci_t.csv,0.0
2015_03_14_23_15_bci_t.csv,0.0
2015_03_14_23_20_bci_t.csv,0.0
2015_03_14_23_25_bci_t.csv,0.0
2015_03_14_23_30_bci_t.csv,0.0
2015_03_14_23_35_bci_t.csv,0.0
2015_03_14_23_40_bci_t.csv,0.0
2015_03_14_23_45_bci_t.csv,0.0
2015_03_14_23_50_bci_t.csv,0.0
2015_03_14_23_55_bci_t.csv,0.0
2015_03_15_00_00_bci_t.csv,0.0
2015_03_15_00_05_bci_t.csv,0.0
2015_03_15_00_10_bci_t.csv,0.0
2015_03_15_00_15_bci_t.csv,0.0
2015_03_15_00_20_bci_t.csv,0.0
2015_03_15_00_25_bci_t.csv,0.0
2015_03_15_00_30_bci_t.csv,0.0
2015_03_15_00_35_bci_t.csv,0.0
2015_03_15_00_40_bci_t.csv,0.0
2015_03_15_00_45_bci_t.csv,0.0
2015_03_15_00_50_bci_t.csv,0.0
2015_03_15_00_55_bci_t.csv,0.0
2015_03_15_01_00_bci_t.csv,0.0
2015_03_15_01_05_bci_t.csv,0.0
2015_03_15_01_10_bci_t.csv,0.0
2015_03_15_01_15_bci_t.csv,0.0
2015_03_15_01_20_bci_t.csv,0.0
2015_03_15_01_25_bci_t.csv,0.0
2015_03_15_01_30_bci_t.csv,0.0
2015_03_15_01_35_bci_t.csv,0.0
2015_03_15_01_40_bci_t.csv,0.0
2015_03_15_01_45_bci_t.csv,0.0
2015_03_15_01_50_bci_t.csv,0.0
2015_03_15_01_55_bci_t.csv,0.0
2015_03_15_02_00_bci_t.csv,0.0
2015_03_15_02_05_bci_t.csv,0.0
2015_03_15_02_10_bci_t.csv,0.0
2015_03_15_02_15_bci_t.csv,0.0
2015_03_15_02_20_bci_t.csv,0.0
2015_03_15_02_25_bci_t.csv,0.0
2015_03_15_02_30_bci_t.csv,0.0
2015_03_15_02_35_bci_t.csv,0.0
2015_03_15_02_40_bci_t.csv,0.0
2015_03_15_02_45_bci_t.csv,0.0
2015_03_15_02_50_bci_t.csv,0.0
2015_03_15_02_55_bci_t.csv,0.0
2015_03_15_03_00_bci_t.csv,0.0
2015_03_15_03_05_bci_t.csv,0.0
2015_03_15_03_10_bci_t.csv,0.0
2015_03_15_03_15_bci_t.csv,0.0
2015_03_15_03_20_bci_t.csv,0.0
2015_03_15_03_25_bci_t.csv,0.0
2015_03_15_03_30_bci_t.csv,0.0
2015_03_15_03_35_bci_t.csv,0.0
2015_03_15_03_40_bci_t.csv,0.0
2015_03_15_03_45_bci_t.csv,0.0
2015_03_15_03_50_bci_t.csv,0.0
2015_03_15_03_55_bci_t.csv,0.0
2015_03_15_04_00_bci_t.csv,0.0
2015_03_15_04_05_bci_t.csv,0.0
2015_03_15_04_10_bci_t.csv,0.0
2015_03_15_04_15_bci_t.csv,0.0
2015_03_15_04_20_bci_t.csv,0.0
2015_03_15_04_25_bci_t.csv,0.0
2015_03_15_04_30_bci_t.csv,0.0
2015_03_15_04_35_bci_t.csv,0.0
2015_03_15_04_40_bci_t.csv,0.0
2015_03_15_04_45_bci_t.csv,0.0
2015_03_15_04_50_bci_t.csv,0.0
2015_03_15_04_55_bci_t.csv,0.0
2015_03_15_05_00_bci_t.csv,0.0
2015_03_15_05_05_bci_t.csv,0.0
2015_03_15_05_10_bci_t.csv,0.0
2015_03_15_05_15_bci_t.csv,0.0
2015_03_15_05_20_bci_t.csv,0.0
2015_03_15_05_25_bci_t.csv,0.0
2015_03_15_05_30_bci_t.csv,0.0
2015_03_15_05_35_bci_t.csv,0.0
2015_03_15_05_40_bci_t.csv,0.0
2015_03_15_05_45_bci_t.csv,0.0
2015_03_15_05_50_bci_t.csv,0.0
2015_03_15_05_55_bci_t.csv,0.0
2015_03_15_06_00_bci_t.csv,0.0
2015_03_15_06_05_bci_t.csv,0.4375728136666666
2015_03_15_06_10_bci_t.csv,0.8751456273333332
