,newFilename,PAR,PARDIFF,count,mean,std,min,25%,50%,75%,max
5765,6/25/15 21:00,0.415,0.006344444399999927,15.0,0.40865555560000005,0.006257524493078829,0.391166667,0.4065,0.40966666700000004,0.4121666665,0.4155
5766,6/25/15 21:30,0.41200000000000003,0.005788888866666675,15.0,0.40621111113333336,0.00598923204928744,0.39,0.40325,0.40766666700000004,0.40975,0.41466666700000004
5767,6/25/15 22:00,0.40583333299999996,0.0006111115333334305,15.0,0.4064444445333334,0.006815210110810769,0.389666667,0.4036666665,0.4085,0.41041666649999997,0.41600000000000004
5768,6/25/15 22:30,0.41016666700000004,0.002800000266666658,15.0,0.4073666667333334,0.006140291071250825,0.3925,0.404416667,0.40766666700000004,0.4115,0.417333333
5769,6/25/15 23:00,0.40266666700000003,0.0017999996666666074,15.0,0.40446666666666664,0.005647797604882304,0.393166667,0.40183333299999996,0.40483333299999996,0.40783333299999996,0.41333333299999997
5770,6/25/15 23:30,0.40683333299999996,0.002477777399999992,15.0,0.40435555559999997,0.004718616701947112,0.39383333299999995,0.40308333350000003,0.40616666700000004,0.40683333299999996,0.4095
5771,6/26/15 0:00,0.4045,0.0002999999333333503,15.0,0.4047999999333334,0.004654405604047001,0.3955,0.402,0.40583333299999996,0.40775,0.41166666700000004
5772,6/26/15 0:30,0.40316666700000003,7.777806666675602e-05,15.0,0.4030888889333333,0.005293701872790853,0.389666667,0.4015,0.40483333299999996,0.40558333350000003,0.4105
5773,6/26/15 1:00,0.39666666700000003,0.005211110866666702,15.0,0.40187777786666673,0.005210820041994631,0.39,0.3996666665,0.40266666700000003,0.40449999999999997,0.4115
5774,6/26/15 1:30,0.39666666700000003,0.005544444133333326,15.0,0.40221111113333335,0.004144927372242376,0.39616666700000003,0.39975,0.40283333299999996,0.4041666665,0.4105
5775,6/26/15 2:00,0.40183333299999996,5.555520000000147e-05,15.0,0.40177777779999996,0.0049644236583171715,0.389,0.40025,0.4025,0.40425,0.41
5776,6/26/15 2:30,0.3985,0.002577777733333342,15.0,0.40107777773333336,0.00545685337425775,0.39133333299999995,0.3975833335,0.40066666700000003,0.4038333335,0.41033333299999997
5777,6/26/15 3:00,0.3875,0.01321111106666667,15.0,0.4007111110666667,0.00508751456053973,0.3875,0.39891666700000006,0.40066666700000003,0.40333333299999996,0.40866666700000004
5778,6/26/15 3:30,0.38833333299999995,0.012177778200000045,15.0,0.4005111112,0.006085849682474263,0.38833333299999995,0.39783333350000005,0.3995,0.40366666700000003,0.41183333299999997
5779,6/26/15 4:00,0.389666667,0.010533332933333306,15.0,0.40019999993333333,0.006597618658057087,0.389666667,0.3961666665,0.40033333299999996,0.404,0.41516666700000004
5780,6/26/15 4:30,0.38883333299999995,0.009344444733333401,15.0,0.39817777773333335,0.005423152359981855,0.38883333299999995,0.39583333350000005,0.39833333299999996,0.4003333335,0.40933333299999997
5781,6/26/15 5:00,0.39183333299999995,0.006433333666666652,15.0,0.3982666666666666,0.00472321189731991,0.39133333299999995,0.39449999999999996,0.39916666700000003,0.40083333350000006,0.40516666700000004
5782,6/26/15 5:30,0.538166667,0.07628888920000004,15.0,0.4618777778,0.0684254160846514,0.39433333299999995,0.40149999999999997,0.448166667,0.52625,0.585833333
5783,6/26/15 6:00,21.375999999999998,1.4161777766666646,15.0,19.959822223333333,6.2329632893074995,11.4565,13.63725,20.17066667,24.45991667,31.00083333
5784,6/26/15 6:30,96.52333333,28.63811111133333,15.0,125.16144444133333,45.565111278984396,59.14833333,83.72083333,132.0766667,159.11,203.5333333
5785,6/26/15 7:00,131.8333333,149.65888891333339,15.0,281.4922222133334,105.05853581425357,120.11666670000001,204.5,310.5166667,362.36666665,430.88333330000006
5786,6/26/15 7:30,242.6333333,251.8322222466668,15.0,494.4655555466668,145.85949921434508,242.6333333,374.125,553.6666667000001,605.6083332999999,675.45
5787,6/26/15 8:00,443.05,263.0177777733332,15.0,706.0677777733332,167.35878096219514,344.3333333,600.5250000000001,749.8333332999999,811.25,930.9333332999998
5788,6/26/15 8:30,838.7333332999999,107.9966666933334,15.0,946.7299999933333,211.43295537908762,399.4333333,838.875,989.5,1076.275,1246.666667
5789,6/26/15 9:00,1145.7,12.638888940000015,15.0,1133.06111106,275.35332439949934,655.5,922.78333315,1225.5,1365.6666665,1408.166667
5790,6/26/15 9:30,1317.5,64.97888891333332,15.0,1252.5211110866667,347.7694294865626,490.08333330000005,1069.14166665,1410.666667,1484.833333,1600.5
5791,6/26/15 10:00,1352.0,120.35777775333327,15.0,1231.6422222466667,333.3064067775872,589.7333332999999,989.1833333500001,1245.566667,1474.5833335,1695.1666670000002
5792,6/26/15 10:30,1012.166667,357.10111082000026,15.0,1369.2677778200002,327.6058349833571,716.1833333,1192.0,1434.666667,1623.6666665,1809.8333329999998
5793,6/26/15 11:00,1090.5,359.24555568666665,15.0,1449.7455556866666,389.69300464359566,621.8333332999999,1239.2833335,1359.616667,1773.5,2055.5
5794,6/26/15 11:30,1400.166667,182.70666639999968,15.0,1582.8733333999996,388.7552146094143,858.8,1351.666667,1571.0,1921.5,2065.166667
5795,6/26/15 12:00,1045.333333,461.5977780866667,15.0,1506.9311110866668,351.1086605662772,990.1333332999999,1187.5333335,1567.666667,1783.9166664999998,1980.6666670000002
5796,6/26/15 12:30,1088.166667,335.9999998666667,15.0,1424.1666668666667,284.88313910474,955.9166667000002,1180.6416669999999,1539.166667,1649.25,1735.1666670000002
5797,6/26/15 13:00,1072.616667,438.6511107800002,15.0,1511.2677777800002,492.1401678125935,245.3,1226.2166665,1730.1666670000002,1866.4166664999998,2004.6666670000002
5798,6/26/15 13:30,1057.983333,466.8188891333334,15.0,1524.8022221333333,461.047732721702,536.7833333000001,1285.1666665,1597.333333,1908.8333335000002,2014.6666670000002
5799,6/26/15 14:00,1188.283333,211.52000028666657,15.0,1399.8033332866667,458.577170448293,388.53333330000004,1138.3166664999999,1574.5,1777.9166664999998,1866.6666670000002
5800,6/26/15 14:30,1619.5,324.158888886667,15.0,1295.341111113333,424.159072053109,365.5166667,1167.875,1397.833333,1598.1666665,1695.5
5801,6/26/15 15:00,1118.166667,40.50777815333345,15.0,1077.6588888466665,388.0025220490097,198.16666669999998,1008.2749998500001,1164.833333,1310.9,1508.166667
5802,6/26/15 15:30,994.9333332999998,141.60888883333325,15.0,853.3244444666666,332.8848261851782,149.2833333,729.6666667,867.65,1072.2083335,1288.333333
5803,6/26/15 16:00,525.7166666999999,121.05777777533342,15.0,646.7744444753333,292.5759934770463,82.68333333,484.94166665,573.3666667,872.9416667,1088.0
5804,6/26/15 16:30,491.6,50.59322221800005,15.0,542.1932222180001,235.9302026753236,51.93166667,361.175,566.7833333,755.94166665,790.7666667000001
5805,6/26/15 17:00,248.16666669999998,98.0758333046667,15.0,346.2425000046667,150.81623758691217,21.15416667,266.25833335,317.9166667,484.91666665,551.7333332999999
5806,6/26/15 17:30,104.65,95.50198888866669,15.0,200.1519888886667,85.3862244728272,12.40483333,156.69166665,218.4666667,254.77499999999998,326.85
