,PAR,date
0,2043.8333329999998,2/17/15 13:00
1,1013.35,2/17/15 13:30
2,804.9666667,2/17/15 14:00
3,658.2,2/17/15 14:30
4,424.35,2/17/15 15:00
5,424.86666669999994,2/17/15 15:30
6,256.35,2/17/15 16:00
7,441.6833333000001,2/17/15 16:30
8,435.96666669999996,2/17/15 17:00
9,225.33333330000002,2/17/15 17:30
10,41.975,2/17/15 18:00
11,2.7510000000000003,2/17/15 18:30
12,0.364,2/17/15 19:00
13,0.366833333,2/17/15 19:30
14,0.36316666700000005,2/17/15 20:00
15,0.362333333,2/17/15 20:30
16,0.363333333,2/17/15 21:00
17,0.3635,2/17/15 21:30
18,0.363333333,2/17/15 22:00
19,0.3655,2/17/15 22:30
20,0.36316666700000005,2/17/15 23:00
21,0.3605,2/17/15 23:30
22,0.363,2/18/15 0:00
23,0.363333333,2/18/15 0:30
24,0.366,2/18/15 1:00
25,0.3635,2/18/15 1:30
26,0.3635,2/18/15 2:00
27,0.360333333,2/18/15 2:30
28,0.36,2/18/15 3:00
29,0.3605,2/18/15 3:30
30,0.362333333,2/18/15 4:00
31,0.36316666700000005,2/18/15 4:30
32,0.362833333,2/18/15 5:00
33,0.36200000000000004,2/18/15 5:30
34,0.36266666700000005,2/18/15 6:00
35,16.39716667,2/18/15 6:30
36,131.12333329999998,2/18/15 7:00
37,409.9333333,2/18/15 7:30
38,528.4166667,2/18/15 8:00
39,586.8,2/18/15 8:30
40,1313.333333,2/18/15 9:00
41,1452.0,2/18/15 9:30
42,1532.5,2/18/15 10:00
43,1661.166667,2/18/15 10:30
44,1844.0,2/18/15 11:00
45,1889.6666670000002,2/18/15 11:30
46,2044.8333329999998,2/18/15 12:00
47,2010.8333329999998,2/18/15 12:30
48,2133.166667,2/18/15 13:00
49,1983.3333329999998,2/18/15 13:30
50,827.55,2/18/15 14:00
51,1687.1666670000002,2/18/15 14:30
52,1536.166667,2/18/15 15:00
53,1394.0,2/18/15 15:30
54,1147.166667,2/18/15 16:00
55,833.9,2/18/15 16:30
56,569.35,2/18/15 17:00
57,214.1333333,2/18/15 17:30
58,51.13,2/18/15 18:00
59,2.6726666669999997,2/18/15 18:30
60,0.367666667,2/18/15 19:00
61,0.367666667,2/18/15 19:30
62,0.36466666700000006,2/18/15 20:00
63,0.3635,2/18/15 20:30
64,0.36416666700000005,2/18/15 21:00
65,0.36216666700000005,2/18/15 21:30
66,0.363333333,2/18/15 22:00
67,0.366,2/18/15 22:30
68,0.366333333,2/18/15 23:00
69,0.36366666700000005,2/18/15 23:30
70,0.3645,2/19/15 0:00
71,0.36616666700000006,2/19/15 0:30
72,0.36116666700000005,2/19/15 1:00
73,0.36366666700000005,2/19/15 1:30
74,0.3655,2/19/15 2:00
75,0.369,2/19/15 2:30
76,0.36466666700000006,2/19/15 3:00
77,0.364833333,2/19/15 3:30
78,0.365333333,2/19/15 4:00
79,0.36466666700000006,2/19/15 4:30
80,0.36516666700000006,2/19/15 5:00
