epoch,train_loss,valid_loss,learning_rate,time_taken
1,45.729123170819335,33.983718935160944,0.001,168.75278460000118
2,32.905271379798194,25.4735679516742,0.001,167.48317170000155
3,25.922895096311343,18.622506372880615,0.001,166.32247629999983
4,20.174918169793955,17.207149838441172,0.001,166.45240479999848
5,17.640884086578502,22.257854403608256,0.001,166.47875360000035
6,16.10278177811455,13.058176217691782,0.001,166.2845038000014
7,15.689253648052725,11.85988466600215,0.001,166.46497459999955
8,15.370335600824543,11.717150548160475,0.001,166.4466883999994
9,14.116645036032853,12.849086849938645,0.001,166.69700550000198
10,13.289470123681111,10.430966249819798,0.001,166.9389532000023
11,12.740649816164133,11.02689753968558,0.001,167.81128680000256
12,12.513721836213586,10.505436009094334,0.001,167.92161019999912
13,11.930645352791906,10.571922580210611,0.001,167.6103590999992
14,11.5955510442328,9.13536728474232,0.001,167.58996370000023
15,11.204985657184244,8.901825924390572,0.001,167.0947527999997
16,10.35068261711595,8.899649931508995,0.001,166.9914671000006
17,10.911837961396847,8.4603126893679,0.001,167.9879895999984
18,10.082373902192463,7.568963249486337,0.001,167.18709129999843
19,9.953726600522495,7.119520892690035,0.001,167.2637950999997
20,9.159004708821335,7.254014785314909,0.001,167.328524200002
21,9.320700555310832,7.2739525640227995,0.001,167.0557633999997
22,9.074819937737358,7.962566713130142,0.001,167.37620699999752
23,8.423653820827832,8.358228160288053,0.001,166.81092780000108
24,8.434816379071751,6.4261404746788005,0.001,166.97475980000308
25,8.435724717421497,7.555233045826708,0.001,167.7568532999976
26,8.134911673409599,6.769344546765175,0.001,166.4520463000008
27,7.814613089176758,6.148997278592959,0.001,166.45578019999812
28,7.859725867623783,6.823906246333428,0.001,166.8417268000012
29,7.821241573096547,5.44698369274432,0.001,166.4459827999999
30,7.673539751382183,6.175773285150757,0.001,167.1598113
31,7.432121733563042,6.020082605307992,0.001,166.98775880000176
32,7.229816053986917,8.804135177530927,0.001,167.05836479999925
33,6.914098787319991,5.164504573934945,0.001,167.31005319999895
34,7.081796041667032,5.331996217441468,0.001,167.04234429999997
35,6.911355983096061,5.8381747751427975,0.001,166.57756599999993
36,6.8534480577872685,5.4239360291800125,0.001,167.00681149999946
37,6.512971435213138,5.3715548278158485,0.001,166.28098600000158
38,6.430224247679559,5.751335748547218,0.001,166.78241479999997
39,6.666415561335917,5.90999701507711,0.001,166.37824460000047
40,6.382117895293456,4.816698865031007,0.001,166.5490318000011
41,6.081957761736592,5.4485176016477475,0.00098,166.81499339999937
42,6.297152349245634,5.40823259495363,0.0009603999999999999,166.64810880000005
43,6.137268971343202,5.392077466614066,0.0009411919999999999,167.26028080000106
44,6.073637956558494,5.076571343214834,0.0009223681599999998,167.12801299999774
45,6.262026651998463,6.915859680962129,0.0009039207967999998,167.45945950000169
46,5.882802762984005,5.578874628815875,0.0008858423808639998,166.83120639999834
47,5.7540953964148125,4.983489412589361,0.0008681255332467198,166.67974299999696
48,5.7062594459946325,5.274156791308925,0.0008507630225817853,168.4525554000029
49,5.631766289601223,6.193850767178137,0.0008337477621301496,176.09373520000008
50,5.463484077745204,4.68144642015203,0.0008170728068875465,176.64509370000087
51,5.281344475101714,4.846167586793835,0.0008007313507497956,176.8453965999979
52,5.283005736996434,4.629971787376349,0.0007847167237347997,175.69946080000227
53,5.11338526888962,4.5774803482217505,0.0007690223892601037,185.28269200000068
54,5.042711847316079,4.220135132166935,0.0007536419414749016,181.27432740000222
55,5.039607448531324,4.329779697858933,0.0007385691026454036,191.31908479999765
56,4.878487134163573,4.366689109162197,0.0007237977205924955,186.93953540000075
57,5.055007646366847,4.685372676282464,0.0007093217661806456,182.41319060000023
58,4.792643478044136,4.876043636012511,0.0006951353308570327,183.93444089999684
59,4.886855057080995,4.678851291980177,0.000681232624239892,197.3121422999975
60,4.8222172696078305,4.7831780889347435,0.0006676079717550942,183.8645226999979
