epoch,train_loss,valid_loss,learning_rate,time_taken
1,43.505585109167214,36.55196378444138,0.001,101.29443330000504
2,39.99433975824168,37.82270397665529,0.001,98.88400209999963
3,37.88777402111148,34.61569110539068,0.001,100.81303109999862
4,36.88280549945707,35.77021251762094,0.001,101.2397959000009
5,36.3802748862997,34.22132696309339,0.001,99.22955229999934
6,35.531222876076576,32.442941624237754,0.001,108.13465910000377
7,32.975601552237926,30.381884577302465,0.001,110.05806959999609
8,32.744889110811094,33.9934223168616,0.001,106.19468929999857
9,31.694376115809284,30.276839897162194,0.001,106.16253570000117
10,31.18963209366101,29.011078005496405,0.001,109.99821319999319
11,30.811564334681336,28.206107746891387,0.001,105.99777989999711
12,29.272175602509943,26.79923432351767,0.001,99.55945039999642
13,28.401564547455067,27.55823974545046,0.001,99.33937100000185
14,28.089023948878147,27.549972524530368,0.001,107.57291099999566
15,27.440913346322617,28.96612864883513,0.001,100.8441546000031
16,28.733961273505397,25.03312545884118,0.001,100.56926469999598
17,26.459681415996986,26.414766672891872,0.001,99.68774960000155
18,25.970940076646155,28.127604276293646,0.001,98.46003789999668
19,26.391780291967507,26.175968613029532,0.001,98.33547059999546
20,25.50417668279563,22.84928971639572,0.001,98.75839869999618
21,24.552033472551944,25.950493942022725,0.001,98.49674709999817
22,25.42135136564013,23.91383079252195,0.001,100.43533780000143
23,26.0119404493148,27.25900936609175,0.001,99.27128369999991
24,23.655055054864025,26.823122303964315,0.001,98.29418859999714
25,23.056297777920864,22.7075901425508,0.001,98.5289277999982
26,23.38695096582142,23.35343877702298,0.001,98.3384303999992
27,22.951806205065513,21.092146240036563,0.001,100.59349530000327
28,22.597165249538318,21.68512939321251,0.001,100.62044859999878
29,23.597518860195983,23.687831446855103,0.001,100.08496549999836
30,21.431852923506387,23.89992984993663,0.001,99.87002019999636
31,20.754468508815457,22.51034912316232,0.001,100.46736850000161
32,21.84015775333892,23.384508355069926,0.001,101.64608070000395
33,22.03531725564215,21.20166837143858,0.001,101.77821810000023
34,21.228048054781922,23.366194626131104,0.001,101.6929627999998
35,20.90603910184759,20.568100528511994,0.001,98.72652580000431
36,21.17330691680102,20.20368680056392,0.001,99.11038769999868
37,22.73095148898669,22.272110485909963,0.001,98.56015159999515
38,20.12449992200277,25.982729670571235,0.001,99.88661519999732
39,21.11570875435454,22.371561989816406,0.001,106.0242722000039
40,20.120910641689857,22.87188057071242,0.001,104.92829589999747
41,20.75644933324981,23.594829475397205,0.00098,102.8174422000011
42,19.95187047676043,20.66600069604676,0.0009603999999999999,104.11041750000004
43,18.89543567215247,21.16388192426093,0.0009411919999999999,104.90630719999899
44,19.9299602759104,20.500969882357182,0.0009223681599999998,105.51220340000145
45,18.69354367333657,25.003198677130534,0.0009039207967999998,100.82120289999875
46,17.44663312472605,20.203007710522787,0.0008858423808639998,100.80853890000435
47,17.486005626546213,19.091705225169356,0.0008681255332467198,98.4933097999965
48,18.47977513895004,20.80671007697538,0.0008507630225817853,98.86113520000072
49,18.740260765198638,18.460518416023575,0.0008337477621301496,98.42097659999854
50,16.7383770229757,22.471130808730553,0.0008170728068875465,98.39243120000174
51,17.286627009785448,17.204572377327523,0.0008007313507497956,100.19733450000058
52,17.7596577418845,19.71097050167457,0.0007847167237347997,99.93402540000534
53,16.964904226047892,17.79424570302336,0.0007690223892601037,100.2170316000047
54,16.37850111109464,17.776993104619482,0.0007536419414749016,98.34624189999886
55,15.890452106104899,16.760894112804085,0.0007385691026454036,99.82887430000119
56,16.272067296414566,17.714600555008218,0.0007237977205924955,101.52470380000159
57,16.20470123695268,17.453495188064963,0.0007093217661806456,100.35385289999977
58,15.82865015166294,16.788661284802536,0.0006951353308570327,98.59268000000156
59,17.004256404040305,18.801616077881437,0.000681232624239892,98.01355440000043
60,15.527255990264992,16.55057511829204,0.0006676079717550942,98.17771390000416
61,15.835765644891808,17.52521369971875,0.0006542558123199924,98.1138312999974
62,15.233244790222379,16.399431107820185,0.0006411706960735925,99.6084275999965
63,14.761668221276347,15.756920903368302,0.0006283472821521206,100.93302389999735
64,14.683771592436736,15.602022008590312,0.0006157803365090782,101.21074059999955
65,14.436459750421385,17.531483798364764,0.0006034647297788967,104.13184629999887
66,13.70529690601198,15.758676621805355,0.0005913954351833187,103.73723739999696
67,14.238732701004004,16.05418802915898,0.0005795675264796523,102.24732889999723
68,14.420470328398153,16.296702093056844,0.0005679761759500593,99.63530309999624
69,13.556169358906482,14.737635944886714,0.0005566166524310581,101.25991039999644
70,14.320853572173341,16.49481124178354,0.0005454843193824369,102.10373509999772
71,13.896146852688567,15.669136740908051,0.0005345746329947881,99.22501619999821
72,13.82022708247568,15.760341686201336,0.0005238831403348923,102.86227070000314
73,14.935184116546925,15.044721971675878,0.0005134054775281945,102.29325610000524
74,14.235321445687234,14.725046396657548,0.0005031373679776305,98.39700230000017
75,14.0304709320337,16.104969170805173,0.0004930746206180779,99.36133650000556
76,13.390172924923096,16.145923589172494,0.00048321312820571636,98.7087179999944
77,13.174426311144721,16.29340358447868,0.00047354886564160203,98.48106960000587
78,12.85268533978922,17.06539492784021,0.00046407788832877,98.38261060000514
79,12.1037675788059,14.250461048058675,0.0004547963305621946,98.34452719999535
80,12.342287155168933,14.204027393214016,0.0004457004039509507,98.4241148000001
81,13.641197904669967,14.43582110893465,0.0004367863958719317,98.48814679999487
82,12.388256217715282,14.219541616423736,0.00042805066795449306,98.4065627999953
83,12.900459634844427,13.394217935219583,0.0004194896545954032,98.31982619999326
84,12.578989555492173,13.268034267787387,0.0004110998615034951,98.54551140000694
85,11.866452502468167,15.49681768831475,0.00040287786427342523,98.42430099999183
86,12.499494581671991,14.819003688444777,0.00039482030698795675,98.71017320000101
87,12.383475656951108,13.936171781152336,0.0003869239008481976,98.49030800000764
88,12.782253236224308,14.526232729372246,0.0003791854228312336,98.4269864000089
89,12.63734615236553,14.293392804682155,0.00037160171437460894,98.5499845000013
90,12.612101340603854,14.00006865399684,0.00036416968008711674,98.4059785999998
91,12.063874881936567,14.010359744800484,0.0003568862864853744,98.28408389999822
92,12.018878908095354,14.185243441925886,0.0003497485607556669,98.39418420000584
93,11.737235389835527,14.274204826676625,0.00034275358954055353,99.32758450000256
94,12.109452564305629,13.652812362018766,0.00033589851774974244,98.56257029999688
95,11.62291927133583,13.479093734470226,0.0003291805473947476,98.38205339999695
96,11.826099830355702,14.405331402514475,0.0003225969364468526,98.40010920001077
97,11.99461354236174,14.471179486527209,0.00031614499771791553,98.305420100005
98,11.80904624973578,13.438649897631667,0.0003098220977635572,98.50839190000261
99,12.256726213098219,14.921991497831039,0.00030362565580828606,98.31083840000792
100,11.584696748920535,14.75391535765003,0.0002975531426921203,98.45940900000278
