,wind.speed,date
658,3.687968751,3/3/15 6:00
659,3.629761853,3/3/15 6:30
660,3.197381117,3/3/15 7:00
661,3.05213754,3/3/15 7:30
662,3.442292736,3/3/15 8:00
663,3.1022892719999997,3/3/15 8:30
664,3.759739133,3/3/15 9:00
665,4.055082269,3/3/15 9:30
666,3.856597387,3/3/15 10:00
667,5.0559196680000005,3/3/15 10:30
668,5.415487121,3/3/15 11:00
669,5.183486793,3/3/15 11:30
670,5.058477661,3/3/15 12:00
671,4.836121535,3/3/15 12:30
672,5.327625069,3/3/15 13:00
673,5.609328047000001,3/3/15 13:30
674,4.740520152,3/3/15 14:00
675,5.5163636579999995,3/3/15 14:30
676,6.224562142000001,3/3/15 15:00
677,5.853066564,3/3/15 15:30
678,4.791989892,3/3/15 16:00
679,5.267066175,3/3/15 16:30
680,4.522744207,3/3/15 17:00
681,4.176744258,3/3/15 17:30
682,4.062432079,3/3/15 18:00
683,4.466863522,3/3/15 18:30
684,4.314523681,3/3/15 19:00
685,4.414753349,3/3/15 19:30
686,4.2365637210000004,3/3/15 20:00
687,4.493761745,3/3/15 20:30
688,3.743481591,3/3/15 21:00
689,4.00613474,3/3/15 21:30
690,3.4649719219999997,3/3/15 22:00
691,3.5815675710000003,3/3/15 22:30
692,3.9561414669999997,3/3/15 23:00
693,3.891504365,3/3/15 23:30
694,4.099339508,3/4/15 0:00
695,4.391012271,3/4/15 0:30
696,4.316278976,3/4/15 1:00
697,4.012929201,3/4/15 1:30
698,4.171131862,3/4/15 2:00
699,4.35295774,3/4/15 2:30
700,3.810162809,3/4/15 3:00
701,3.237080896,3/4/15 3:30
702,3.1436410880000003,3/4/15 4:00
703,3.2280976989999997,3/4/15 4:30
704,3.172876239,3/4/15 5:00
705,2.761190796,3/4/15 5:30
706,2.7578144539999996,3/4/15 6:00
707,2.872027549,3/4/15 6:30
708,2.490958805,3/4/15 7:00
709,2.34872605,3/4/15 7:30
710,2.039832559,3/4/15 8:00
711,2.0850132969999997,3/4/15 8:30
712,1.971918481,3/4/15 9:00
713,2.085784194,3/4/15 9:30
714,2.3194341130000002,3/4/15 10:00
715,2.520548686,3/4/15 10:30
716,3.3081846539999997,3/4/15 11:00
717,3.12235598,3/4/15 11:30
718,3.407208588,3/4/15 12:00
719,4.269103664,3/4/15 12:30
720,4.656959612,3/4/15 13:00
721,5.2442242960000005,3/4/15 13:30
722,5.302903644,3/4/15 14:00
723,5.9112445860000005,3/4/15 14:30
724,5.510492975,3/4/15 15:00
725,5.412071867000001,3/4/15 15:30
726,5.529652283,3/4/15 16:00
727,4.920426325,3/4/15 16:30
