epoch,train_loss,valid_loss,learning_rate,time_taken
1,113.66649247148668,78.6016075838903,0.001,77.0940260887146
2,90.67766440619764,71.15927441104962,0.001,78.85405158996582
3,82.29312450848893,53.37603151114883,0.001,78.0646595954895
4,70.24659521195757,54.192814808742256,0.001,76.88331294059753
5,63.757822329288615,49.10478414851389,0.001,75.51297879219055
6,61.58282287908316,45.969467794819245,0.001,75.37235450744629
7,57.98738340600932,43.26008633595363,0.001,75.43418908119202
8,52.33210190791667,43.08102405299047,0.001,75.42321944236755
9,48.84265960119767,38.87193758472515,0.001,75.42920303344727
10,47.047184003495,33.27673817288344,0.001,75.49203395843506
11,44.25719414525297,35.11892251300204,0.001,75.44915056228638
12,40.58528992259795,32.98295503095457,0.001,75.425213098526
13,41.05739897923431,39.959406022053614,0.001,75.3314642906189
14,41.20064298297407,33.18292343236838,0.001,75.34542775154114
15,41.104732583608275,32.32105625510975,0.001,75.38033294677734
16,37.376045619660445,28.45634900498542,0.001,75.46510624885559
17,37.28186117626517,32.25595148657538,0.001,75.41823267936707
18,34.047004212565156,29.7901911097727,0.001,75.45628690719604
19,34.852558426742014,27.206614689462505,0.001,75.42022657394409
20,31.88229612191229,28.359002093980266,0.001,75.55885577201843
21,31.700286835730346,25.948231135963635,0.001,75.45712947845459
22,31.357799017939165,25.57887814417007,0.001,75.413245677948
23,30.244561708060257,25.775643943981002,0.001,75.4032723903656
24,30.023106195798672,35.819444499957335,0.001,75.38631749153137
25,30.041403077156357,28.67056841227659,0.001,75.37634491920471
26,28.40991791911945,29.50388076654665,0.001,75.4750804901123
27,30.068265657244865,26.72853534084976,0.001,75.39629173278809
28,29.888913766539456,30.148513599565835,0.001,75.39928388595581
29,28.213956895636038,23.881628121540047,0.001,75.44216847419739
30,26.7386736033503,31.39189146582488,0.001,75.40825867652893
31,27.13859526442874,26.069246667965203,0.001,75.47907018661499
32,27.351478519468984,33.64202242216487,0.001,75.35989713668823
33,27.951944791858473,21.78540119092176,0.001,75.30752897262573
34,28.176328849179622,21.514843887584224,0.001,75.44715523719788
35,27.10399458091621,27.2815793061712,0.001,75.45712876319885
36,25.625370870784156,22.417178026430168,0.001,75.38930988311768
37,23.37938862591575,25.393785795588403,0.001,75.45812463760376
38,24.687366571206198,23.47604577860255,0.001,75.34742259979248
39,24.68622247558816,25.20904918119406,0.001,75.42621159553528
40,25.01943299231256,27.711662153529513,0.001,75.42421650886536
41,24.293940268504393,20.0906700746269,0.00098,75.37036037445068
42,21.491106580885244,19.610244394867284,0.0009603999999999999,75.42820453643799
43,24.239994580687124,20.91406499504284,0.0009411919999999999,75.34143733978271
44,21.798255272623187,19.379986185556763,0.0009223681599999998,75.34343194961548
45,22.27497315840682,21.73778332323785,0.0009039207967999998,75.52295207977295
46,21.676404035069705,20.34749856496313,0.0008858423808639998,75.36537337303162
47,20.416935025086396,21.246637086200106,0.0008681255332467198,75.70047664642334
48,19.996182975929578,24.05070250049518,0.0008507630225817853,75.51796555519104
49,21.928841513080744,23.87466777737733,0.0008337477621301496,78.12598776817322
